outcome,date,age_group,unvaccinated_rate,vaccinated_rate,boosted_rate,crude_vaccinated_ratio,crude_boosted_ratio,age_adjusted_unvaccinated_rate,age_adjusted_vaccinated_rate,age_adjusted_boosted_rate,age_adjusted_vaccinated_ratio,age_adjusted_boosted_ratio,population_unvaccinated,population_vaccinated,population_boosted,outcome_unvaccinated,outcome_vaccinated,outcome_boosted,age_group_min,age_group_max
Hospitalizations,2021-06-05,05-Nov,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210448,0.0,0.0,4,0.0,0.0,5,11
Hospitalizations,2022-04-09,30-49,4.5,1.0,2.4,4.5,1.9,0.0,0.0,0.0,0.0,0.0,132219,289629.0,326607.0,6,3.0,8.0,30,49
Hospitalizations,2021-06-12,0-4,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162642,0.0,0.0,2,0.0,0.0,0,4
Hospitalizations,2021-06-12,05-Nov,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210448,0.0,0.0,0,0.0,0.0,5,11
Cases,2022-11-12,All,152.9,85.7,111.2,1.8,1.4,173.2,87.0,100.9,2.0,1.7,570386,848167.0,1039564.0,872,727.0,1156.0,999,999
Hospitalizations,2022-04-09,05-Nov,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103071,91818.0,0.0,0,0.0,0.0,5,11
Deaths,2023-07-08,30-49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107855,278403.0,347309.0,0,0.0,0.0,30,49
Hospitalizations,2023-04-01,Dec-17,3.0,1.2,2.2,2.5,1.4,0.0,0.0,0.0,0.0,0.0,32922,86490.0,44568.0,1,1.0,1.0,12,17
Hospitalizations,2021-07-03,0-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162642,0.0,0.0,0,0.0,0.0,0,4
Hospitalizations,2021-07-03,05-Nov,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210448,0.0,0.0,1,0.0,0.0,5,11
Cases,2023-11-11,05-Nov,21.5,19.5,31.8,1.1,0.7,0.0,0.0,0.0,0.0,0.0,88571,82151.0,21989.0,19,16.0,7.0,5,11
Hospitalizations,2022-11-12,Dec-17,0.0,1.2,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34246,86007.0,44506.0,0,1.0,1.0,12,17
Hospitalizations,2021-07-10,0-4,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162642,0.0,0.0,4,0.0,0.0,0,4
Hospitalizations,2022-11-05,All,15.3,5.2,7.7,2.9,2.0,20.8,7.8,5.3,2.7,3.9,573510,847144.0,1039435.0,88,44.0,80.0,999,999
Hospitalizations,2021-07-10,05-Nov,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210448,0.0,0.0,0,0.0,0.0,5,11
Deaths,2022-08-06,05-Nov,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97222,86190.0,11845.0,0,0.0,0.0,5,11
Hospitalizations,2023-02-04,30-49,8.1,2.5,2.0,3.2,4.0,0.0,0.0,0.0,0.0,0.0,111518,277594.0,347241.0,9,7.0,7.0,30,49
Cases,2022-05-07,80+,82.1,174.0,182.6,0.5,0.4,0.0,0.0,0.0,0.0,0.0,26811,13219.0,44353.0,22,23.0,81.0,80,200
Hospitalizations,2023-01-07,50-64,46.2,8.0,11.3,5.8,4.1,0.0,0.0,0.0,0.0,0.0,34669,125434.0,246821.0,16,10.0,28.0,50,64
Deaths,2021-04-10,All,1.9,0.3,0.0,6.3,0.0,2.5,0.1,0.0,30.4,0.0,1707958,396727.0,0.0,32,1.0,0.0,999,999
Cases,2022-10-01,50-64,217.9,69.5,96.9,3.1,2.2,0.0,0.0,0.0,0.0,0.0,39014,125154.0,246575.0,85,87.0,239.0,50,64
Hospitalizations,2021-08-07,0-4,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162642,0.0,0.0,3,0.0,0.0,0,4
Hospitalizations,2021-08-07,05-Nov,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210448,0.0,0.0,1,0.0,0.0,5,11
Hospitalizations,2021-09-04,0-4,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162642,0.0,0.0,7,0.0,0.0,0,4
Hospitalizations,2021-09-04,05-Nov,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210448,0.0,0.0,1,0.0,0.0,5,11
Cases,2023-09-09,80+,69.5,70.3,123.1,1.0,0.6,0.0,0.0,0.0,0.0,0.0,24452,11380.0,47133.0,17,8.0,58.0,80,200
Hospitalizations,2021-09-11,0-4,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162642,0.0,0.0,3,0.0,0.0,0,4
Hospitalizations,2021-09-11,05-Nov,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210448,0.0,0.0,0,0.0,0.0,5,11
Cases,2021-04-03,Dec-17,137.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178794,0.0,0.0,246,0.0,0.0,12,17
Hospitalizations,2021-10-02,0-4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162642,0.0,0.0,1,0.0,0.0,0,4
Hospitalizations,2021-10-02,05-Nov,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210448,0.0,0.0,0,0.0,0.0,5,11
Hospitalizations,2021-10-09,0-4,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162642,0.0,0.0,4,0.0,0.0,0,4
Hospitalizations,2021-10-09,05-Nov,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210448,0.0,0.0,1,0.0,0.0,5,11
Cases,2022-07-09,50-64,433.7,144.7,264.5,3.0,1.6,0.0,0.0,0.0,0.0,0.0,41738,129197.0,240866.0,181,187.0,637.0,50,64
Hospitalizations,2021-11-06,0-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162642,0.0,0.0,0,0.0,0.0,0,4
Cases,2023-10-07,0-4,25.2,2.5,0.0,10.1,0.0,0.0,0.0,0.0,0.0,0.0,162642,0.0,0.0,41,4.0,0.0,0,4
Hospitalizations,2021-12-04,80+,139.7,67.2,15.4,2.1,9.1,0.0,0.0,0.0,0.0,0.0,28623,29758.0,25961.0,40,20.0,4.0,80,200
Cases,2022-10-01,30-49,127.9,50.4,90.2,2.5,1.4,0.0,0.0,0.0,0.0,0.0,122014,276030.0,346933.0,156,139.0,313.0,30,49
Hospitalizations,2022-04-02,Dec-17,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38227,95562.0,31203.0,0,1.0,0.0,12,17
Deaths,2021-04-03,50-64,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,234356,66383.0,0.0,9,0.0,0.0,50,64
Hospitalizations,2021-12-04,0-4,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162642,0.0,0.0,4,0.0,0.0,0,4
Cases,2021-11-06,30-49,240.6,95.5,25.1,2.5,9.6,0.0,0.0,0.0,0.0,0.0,199928,527699.0,31898.0,481,504.0,8.0,30,49
Cases,2023-11-11,80+,87.4,155.1,135.3,0.6,0.6,0.0,0.0,0.0,0.0,0.0,24027,11603.0,47294.0,21,18.0,64.0,80,200
Deaths,2023-06-10,50-64,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32808,125744.0,246916.0,1,0.0,0.0,50,64
Deaths,2023-03-11,18-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76587,213618.0,161667.0,0,0.0,0.0,18,29
Cases,2023-03-11,80+,77.0,131.8,129.4,0.6,0.6,0.0,0.0,0.0,0.0,0.0,24673,11378.0,47126.0,19,15.0,61.0,80,200
Deaths,2021-05-01,18-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,284798,107854.0,0.0,0,0.0,0.0,18,29
Deaths,2022-05-07,Dec-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37479,94246.0,33698.0,0,0.0,0.0,12,17
Hospitalizations,2021-06-12,65-79,17.2,2.7,0.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0,75414,181840.0,0.0,13,5.0,0.0,65,79
Deaths,2022-04-09,50-64,0.0,0.7,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44900,137887.0,228401.0,0,1.0,1.0,50,64
Deaths,2021-08-07,80+,6.2,3.8,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,32284,52589.0,0.0,2,2.0,0.0,80,200
Cases,2023-05-06,Dec-17,79.5,19.6,24.7,4.1,3.2,0.0,0.0,0.0,0.0,0.0,32685,86582.0,44575.0,26,17.0,11.0,12,17
Cases,2022-05-07,All,264.5,199.6,339.7,1.3,0.8,293.1,185.2,299.7,1.6,1.0,648754,888946.0,956808.0,1716,1774.0,3250.0,999,999
Hospitalizations,2022-07-09,80+,53.0,140.6,63.0,0.4,0.8,0.0,0.0,0.0,0.0,0.0,26425,12088.0,46042.0,14,17.0,29.0,80,200
Cases,2023-12-02,0-4,73.8,2.5,0.0,29.5,0.0,0.0,0.0,0.0,0.0,0.0,162642,0.0,0.0,120,4.0,0.0,0,4
Cases,2023-04-01,65-79,77.7,71.4,74.5,1.1,1.0,0.0,0.0,0.0,0.0,0.0,39878,43429.0,171712.0,31,31.0,128.0,65,79
Cases,2023-06-10,18-29,13.4,4.7,3.1,2.9,4.3,0.0,0.0,0.0,0.0,0.0,74610,214134.0,161697.0,10,10.0,5.0,18,29
Hospitalizations,2023-01-07,80+,96.8,149.5,91.3,0.6,1.1,0.0,0.0,0.0,0.0,0.0,24805,11369.0,47117.0,24,17.0,43.0,80,200
Deaths,2023-10-07,50-64,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31672,125732.0,247019.0,0,0.0,1.0,50,64
Deaths,2023-05-06,Dec-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32685,86582.0,44575.0,0,0.0,0.0,12,17
Cases,2023-01-07,80+,137.1,246.3,208.0,0.6,0.7,0.0,0.0,0.0,0.0,0.0,24805,11369.0,47117.0,34,28.0,98.0,80,200
Deaths,2022-08-06,18-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92082,212811.0,158786.0,0,0.0,0.0,18,29
Hospitalizations,2021-07-10,80+,15.1,3.9,0.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,33207,51643.0,0.0,5,2.0,0.0,80,200
Hospitalizations,2023-06-10,30-49,2.8,0.4,0.9,7.0,3.1,0.0,0.0,0.0,0.0,0.0,108308,278398.0,347307.0,3,1.0,3.0,30,49
Deaths,2021-06-05,30-49,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,307403,422678.0,0.0,4,0.0,0.0,30,49
Hospitalizations,2023-06-03,All,1.9,0.9,2.1,2.1,0.9,2.3,1.3,1.9,1.8,1.2,534701,860357.0,1040674.0,10,8.0,22.0,999,999
Hospitalizations,2022-06-11,18-29,5.3,2.3,1.9,2.3,2.8,0.0,0.0,0.0,0.0,0.0,94634,215581.0,154206.0,5,5.0,3.0,18,29
Hospitalizations,2022-03-05,30-49,3.0,3.0,0.6,1.0,5.0,0.0,0.0,0.0,0.0,0.0,135567,295387.0,314346.0,4,9.0,2.0,30,49
Hospitalizations,2023-08-05,50-64,12.3,1.6,1.6,7.7,7.7,0.0,0.0,0.0,0.0,0.0,32496,125728.0,246934.0,4,2.0,4.0,50,64
Cases,2021-04-10,50-64,262.0,24.9,0.0,10.5,0.0,0.0,0.0,0.0,0.0,0.0,207234,80426.0,0.0,543,20.0,0.0,50,64
Deaths,2023-07-01,50-64,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32676,125733.0,246928.0,0,0.0,1.0,50,64
Cases,2021-05-01,80+,116.2,16.6,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,37001,42149.0,0.0,43,7.0,0.0,80,200
Hospitalizations,2022-02-05,0-4,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162642,0.0,0.0,7,0.0,0.0,0,4
Hospitalizations,2022-02-12,0-4,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162642,0.0,0.0,6,0.0,0.0,0,4
Cases,2021-06-12,All,27.1,5.5,0.0,4.9,0.0,29.7,4.0,0.0,7.4,0.0,1257017,1201445.0,0.0,341,66.0,0.0,999,999
Deaths,2023-05-06,0-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162642,0.0,0.0,0,0.0,0.0,0,4
Hospitalizations,2022-03-05,0-4,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162642,0.0,0.0,3,0.0,0.0,0,4
Hospitalizations,2021-10-02,80+,39.1,13.3,0.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,30671,52751.0,0.0,12,7.0,0.0,80,200
Hospitalizations,2022-03-12,0-4,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162642,0.0,0.0,3,0.0,0.0,0,4
Hospitalizations,2022-04-02,05-Nov,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103457,90969.0,0.0,0,1.0,0.0,5,11
Deaths,2021-06-05,65-79,17.0,1.1,0.0,15.5,0.0,0.0,0.0,0.0,0.0,0.0,76606,179075.0,0.0,13,2.0,0.0,65,79
Cases,2021-08-07,80+,43.4,28.5,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,32284,52589.0,0.0,14,15.0,0.0,80,200
Hospitalizations,2022-04-02,0-4,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162642,0.0,0.0,3,0.0,0.0,0,4
Hospitalizations,2022-04-09,0-4,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162642,0.0,0.0,2,0.0,0.0,0,4
Hospitalizations,2022-01-01,Dec-17,26.2,4.6,0.0,5.7,0.0,0.0,0.0,0.0,0.0,0.0,53465,108405.0,1872.0,14,5.0,0.0,12,17
Hospitalizations,2023-02-04,18-29,9.0,1.4,1.2,6.4,7.5,0.0,0.0,0.0,0.0,0.0,77612,213252.0,161643.0,7,3.0,2.0,18,29
Cases,2023-04-08,0-4,40.6,2.5,0.0,16.2,0.0,0.0,0.0,0.0,0.0,0.0,162642,0.0,0.0,66,4.0,0.0,0,4
Hospitalizations,2022-05-07,0-4,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162642,0.0,0.0,5,0.0,0.0,0,4
Deaths,2023-02-11,18-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77378,213351.0,161644.0,0,0.0,0.0,18,29
Hospitalizations,2023-05-06,18-29,2.7,0.5,0.0,5.4,0.0,0.0,0.0,0.0,0.0,0.0,75322,214130.0,161688.0,2,1.0,0.0,18,29
Cases,2023-07-08,30-49,17.6,5.4,7.8,3.3,2.3,0.0,0.0,0.0,0.0,0.0,107855,278403.0,347309.0,19,15.0,27.0,30,49
Hospitalizations,2022-11-05,50-64,46.1,5.6,6.5,8.2,7.1,0.0,0.0,0.0,0.0,0.0,36895,125268.0,246677.0,17,7.0,16.0,50,64
Deaths,2022-12-10,65-79,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41147,43350.0,171635.0,0,0.0,2.0,65,79
Cases,2023-04-01,80+,65.0,87.9,110.3,0.7,0.6,0.0,0.0,0.0,0.0,0.0,24634,11382.0,47126.0,16,10.0,52.0,80,200
Deaths,2022-07-02,50-64,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41916,129677.0,240221.0,1,0.0,0.0,50,64
Hospitalizations,2022-10-01,05-Nov,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94700,81441.0,19254.0,0,0.0,0.0,5,11
Cases,2021-08-07,50-64,166.4,55.7,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,96770,316026.0,0.0,161,176.0,0.0,50,64
Hospitalizations,2023-11-11,Dec-17,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31541,86509.0,44696.0,1,0.0,0.0,12,17
Deaths,2022-04-09,Dec-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38070,95325.0,31808.0,0,0.0,0.0,12,17
Deaths,2022-01-08,Dec-17,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51071,107463.0,3456.0,0,1.0,0.0,12,17
Hospitalizations,2022-10-01,All,6.9,3.6,7.6,1.9,0.9,7.5,5.5,5.5,1.4,1.4,591822,842535.0,1037067.0,41,30.0,79.0,999,999
Cases,2022-04-02,18-29,117.5,46.8,159.2,2.5,0.7,0.0,0.0,0.0,0.0,0.0,98738,219958.0,146325.0,116,103.0,233.0,18,29
Deaths,2022-12-03,Dec-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33965,86108.0,44513.0,0,0.0,0.0,12,17
Hospitalizations,2022-06-11,0-4,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162642,0.0,0.0,7,0.0,0.0,0,4
Hospitalizations,2022-01-08,65-79,377.9,233.6,47.9,1.6,7.9,0.0,0.0,0.0,0.0,0.0,51599,73634.0,133598.0,195,172.0,64.0,65,79
Hospitalizations,2022-08-06,All,15.3,6.9,10.2,2.2,1.5,18.9,9.0,7.0,2.1,2.7,614334,850591.0,1014163.0,94,59.0,103.0,999,999
Hospitalizations,2023-02-11,All,8.4,4.2,7.1,2.0,1.2,11.2,6.0,5.2,1.9,2.2,547298,856543.0,1040368.0,46,36.0,74.0,999,999
Cases,2023-07-08,All,12.4,6.0,9.8,2.1,1.3,15.3,6.0,7.2,2.6,2.1,531904,860327.0,1040745.0,66,52.0,102.0,999,999
Cases,2023-06-10,65-79,12.7,16.1,21.0,0.8,0.6,0.0,0.0,0.0,0.0,0.0,39441,43434.0,171732.0,5,7.0,36.0,65,79
Hospitalizations,2023-09-09,0-4,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162642,0.0,0.0,2,0.0,0.0,0,4
Hospitalizations,2023-02-04,Dec-17,3.0,2.3,2.2,1.3,1.4,0.0,0.0,0.0,0.0,0.0,33352,86315.0,44553.0,1,2.0,1.0,12,17
Deaths,2021-05-01,Dec-17,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167682,0.0,0.0,1,0.0,0.0,12,17
Cases,2022-09-10,0-4,87.3,1.8,0.0,48.5,0.0,0.0,0.0,0.0,0.0,0.0,162642,0.0,0.0,142,3.0,0.0,0,4
Deaths,2023-08-05,30-49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107409,278402.0,347313.0,0,0.0,0.0,30,49
Deaths,2021-07-10,18-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,221917,267760.0,0.0,0,0.0,0.0,18,29
Cases,2021-05-01,65-79,148.6,15.7,0.0,9.5,0.0,0.0,0.0,0.0,0.0,0.0,86807,152729.0,0.0,129,24.0,0.0,65,79
Hospitalizations,2022-10-08,30-49,7.4,1.1,1.7,6.7,4.4,0.0,0.0,0.0,0.0,0.0,121106,276136.0,346953.0,9,3.0,6.0,30,49
Hospitalizations,2022-07-09,18-29,6.4,4.7,1.9,1.4,3.4,0.0,0.0,0.0,0.0,0.0,93482,214304.0,156355.0,6,10.0,3.0,18,29
Cases,2023-03-04,0-4,59.6,9.8,0.0,6.1,0.0,0.0,0.0,0.0,0.0,0.0,162642,0.0,0.0,97,16.0,0.0,0,4
Hospitalizations,2023-07-08,80+,4.1,8.8,6.4,0.5,0.6,0.0,0.0,0.0,0.0,0.0,24498,11383.0,47130.0,1,1.0,3.0,80,200
Cases,2022-02-12,05-Nov,155.0,213.5,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,109671,68864.0,0.0,170,147.0,0.0,5,11
Deaths,2022-12-10,18-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80480,212671.0,161589.0,0,0.0,0.0,18,29
Deaths,2022-01-01,30-49,3.6,0.3,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,168393,380138.0,202387.0,6,1.0,0.0,30,49
Deaths,2022-04-02,65-79,0.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48452,51564.0,159143.0,0,1.0,0.0,65,79
Deaths,2021-06-12,65-79,13.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75414,181840.0,0.0,10,0.0,0.0,65,79
Deaths,2022-06-04,80+,7.5,7.9,4.4,0.9,1.7,0.0,0.0,0.0,0.0,0.0,26586,12627.0,45272.0,2,1.0,2.0,80,200
Cases,2021-07-10,Dec-17,26.6,1.9,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,105323,53689.0,0.0,28,1.0,0.0,12,17
Hospitalizations,2022-01-01,30-49,102.1,27.4,8.4,3.7,12.2,0.0,0.0,0.0,0.0,0.0,168393,380138.0,202387.0,172,104.0,17.0,30,49
Hospitalizations,2022-06-04,18-29,11.6,3.7,2.0,3.1,5.8,0.0,0.0,0.0,0.0,0.0,94995,215928.0,153584.0,11,8.0,3.0,18,29
Deaths,2021-12-11,18-29,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147702,295416.0,37772.0,1,0.0,0.0,18,29
Cases,2022-09-03,80+,148.8,209.3,230.2,0.7,0.6,0.0,0.0,0.0,0.0,0.0,26205,11466.0,46907.0,39,24.0,108.0,80,200
Deaths,2021-07-10,All,0.7,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1194853,1348222.0,0.0,8,0.0,0.0,999,999
Hospitalizations,2023-09-09,65-79,28.1,13.8,18.6,2.0,1.5,0.0,0.0,0.0,0.0,0.0,39140,43415.0,171755.0,11,6.0,32.0,65,79
Deaths,2023-06-10,65-79,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39441,43434.0,171732.0,0,0.0,2.0,65,79
Hospitalizations,2022-02-05,50-64,36.9,7.6,9.4,4.9,3.9,0.0,0.0,0.0,0.0,0.0,48776,157818.0,201587.0,18,12.0,19.0,50,64
Hospitalizations,2021-09-11,All,16.3,3.8,0.0,4.3,0.0,23.0,3.0,0.0,7.8,0.0,1046939,1475716.0,0.0,171,56.0,0.0,999,999
Cases,2023-07-01,Dec-17,6.2,1.2,2.2,5.2,2.8,0.0,0.0,0.0,0.0,0.0,32274,86578.0,44588.0,2,1.0,1.0,12,17
Cases,2022-02-05,05-Nov,189.6,327.9,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,112371,63443.0,0.0,213,208.0,0.0,5,11
Cases,2023-08-12,All,39.5,16.7,32.1,2.4,1.2,44.9,17.6,27.4,2.5,1.6,528906,860313.0,1040782.0,209,144.0,334.0,999,999
Deaths,2022-09-03,65-79,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45582,43748.0,170866.0,2,0.0,0.0,65,79
Deaths,2022-10-08,30-49,0.0,0.4,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121106,276136.0,346953.0,0,1.0,1.0,30,49
Deaths,2021-06-12,All,2.1,0.2,0.0,10.5,0.0,3.3,0.1,0.0,24.5,0.0,1257017,1201445.0,0.0,27,2.0,0.0,999,999
Cases,2023-08-05,All,28.9,13.1,25.2,2.2,1.1,33.3,14.7,20.1,2.3,1.7,529533,860315.0,1040778.0,153,113.0,262.0,999,999
Cases,2023-11-11,65-79,77.1,58.9,67.3,1.3,1.1,0.0,0.0,0.0,0.0,0.0,37622,44141.0,172402.0,29,26.0,116.0,65,79
Cases,2023-03-11,65-79,97.5,94.4,95.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,40003,43418.0,171704.0,39,41.0,164.0,65,79
Hospitalizations,2023-11-11,05-Nov,2.3,1.2,0.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,88571,82151.0,21989.0,2,1.0,0.0,5,11
Hospitalizations,2023-03-04,05-Nov,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91467,82250.0,21203.0,0,0.0,0.0,5,11
Cases,2023-11-04,30-49,58.0,21.5,21.8,2.7,2.7,0.0,0.0,0.0,0.0,0.0,101766,279203.0,348427.0,59,60.0,76.0,30,49
Deaths,2023-03-04,65-79,0.0,0.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40040,43409.0,171702.0,0,0.0,5.0,65,79
Cases,2022-11-12,Dec-17,160.6,67.4,80.9,2.4,2.0,0.0,0.0,0.0,0.0,0.0,34246,86007.0,44506.0,55,58.0,36.0,12,17
Hospitalizations,2023-08-12,18-29,1.4,0.9,1.2,1.6,1.2,0.0,0.0,0.0,0.0,0.0,73575,214133.0,161715.0,1,2.0,2.0,18,29
Hospitalizations,2023-03-04,65-79,32.5,32.3,11.1,1.0,2.9,0.0,0.0,0.0,0.0,0.0,40040,43409.0,171702.0,13,14.0,19.0,65,79
Deaths,2022-08-06,30-49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126294,278159.0,343405.0,0,0.0,0.0,30,49
Hospitalizations,2023-09-02,All,4.0,2.4,4.7,1.7,0.9,5.4,3.7,3.4,1.5,1.6,527182,860288.0,1040815.0,21,21.0,49.0,999,999
Hospitalizations,2021-09-04,65-79,39.9,7.2,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,65150,194427.0,0.0,26,14.0,0.0,65,79
Deaths,2022-09-03,80+,3.8,0.0,4.3,0.0,0.9,0.0,0.0,0.0,0.0,0.0,26205,11466.0,46907.0,1,0.0,2.0,80,200
Hospitalizations,2023-11-04,80+,16.6,51.9,25.4,0.3,0.7,0.0,0.0,0.0,0.0,0.0,24080,11553.0,47261.0,4,6.0,12.0,80,200
Deaths,2021-10-02,50-64,5.1,0.3,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,79080,330032.0,0.0,4,1.0,0.0,50,64
Cases,2023-08-12,Dec-17,18.8,6.9,15.7,2.7,1.2,0.0,0.0,0.0,0.0,0.0,31954,86577.0,44592.0,6,6.0,7.0,12,17
Cases,2022-09-03,30-49,236.5,114.0,159.8,2.1,1.5,0.0,0.0,0.0,0.0,0.0,125170,276368.0,345994.0,296,315.0,553.0,30,49
Hospitalizations,2021-05-08,65-79,63.0,5.6,0.0,11.2,0.0,0.0,0.0,0.0,0.0,0.0,84155,160587.0,0.0,53,9.0,0.0,65,79
Deaths,2022-10-01,30-49,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122014,276030.0,346933.0,0,0.0,1.0,30,49
Deaths,2022-01-01,All,8.9,2.6,1.4,3.4,6.4,12.7,3.4,0.7,3.7,18.4,797277,1104766.0,587380.0,71,29.0,8.0,999,999
Hospitalizations,2022-01-08,30-49,91.0,28.2,10.8,3.2,8.4,0.0,0.0,0.0,0.0,0.0,161589,361224.0,223160.0,147,102.0,24.0,30,49
